striker,non_striker,runs
DPMD Jayawardene,WU Tharanga,22
WU Tharanga,DPMD Jayawardene,30
HDRL Thirimanne,WU Tharanga,12
WU Tharanga,HDRL Thirimanne,31
DPMD Jayawardene,N Dickwella,32
N Dickwella,DPMD Jayawardene,63
N Dickwella,KC Sangakkara,5
KC Sangakkara,N Dickwella,3
KTGD Prasad,PHT Kaushal,12
PHT Kaushal,KTGD Prasad,6
KTGD Prasad,RMS Eranga,8
RMS Eranga,KTGD Prasad,2
AD Mathews,PHT Kaushal,12
PHT Kaushal,AD Mathews,20
HDRL Thirimanne,HAPW Jayawardene,13
HAPW Jayawardene,HDRL Thirimanne,10
HDRL Thirimanne,HMRKB Herath,16
HMRKB Herath,HDRL Thirimanne,17
HDRL Thirimanne,RAS Lakmal,29
RAS Lakmal,HDRL Thirimanne,6
N Pradeep,HDRL Thirimanne,3
HDRL Thirimanne,N Pradeep,12
JK Silva,KDK Vithanage,17
KDK Vithanage,JK Silva,18
JK Silva,MDK Perera,1
MDK Perera,JK Silva,15
LD Chandimal,KDK Vithanage,32
KDK Vithanage,LD Chandimal,12
HMRKB Herath,PHT Kaushal,28
PHT Kaushal,HMRKB Herath,45
HMRKB Herath,PVD Chameera,18
PVD Chameera,HMRKB Herath,20
KDK Vithanage,FDM Karunaratne,34
FDM Karunaratne,KDK Vithanage,13
J Mubarak,FDM Karunaratne,25
FDM Karunaratne,J Mubarak,46
PHT Kaushal,LD Chandimal,17
LD Chandimal,PHT Kaushal,38
PHT Kaushal,RAS Lakmal,8
RAS Lakmal,PHT Kaushal,5
AD Mathews,J Mubarak,58
J Mubarak,AD Mathews,47
LD Chandimal,J Mubarak,33
J Mubarak,LD Chandimal,49
J Mubarak,KTGD Prasad,0
KTGD Prasad,J Mubarak,5
J Mubarak,HMRKB Herath,10
HMRKB Herath,J Mubarak,1
PHT Kaushal,PVD Chameera,0
PVD Chameera,PHT Kaushal,0
FDM Karunaratne,KTGD Prasad,3
KTGD Prasad,FDM Karunaratne,0
MDKJ Perera,KTGD Prasad,6
KTGD Prasad,MDKJ Perera,14
KTGD Prasad,N Pradeep,16
N Pradeep,KTGD Prasad,2
PHT Kaushal,N Pradeep,10
N Pradeep,PHT Kaushal,0
MD Shanaka,HDRL Thirimanne,4
HDRL Thirimanne,MD Shanaka,8
HDRL Thirimanne,PVD Chameera,11
PVD Chameera,HDRL Thirimanne,2
RMS Eranga,HDRL Thirimanne,4
HDRL Thirimanne,RMS Eranga,0
HDRL Thirimanne,TAM Siriwardana,0
TAM Siriwardana,HDRL Thirimanne,0
LD Chandimal,TAM Siriwardana,61
TAM Siriwardana,LD Chandimal,51
LD Chandimal,RMS Eranga,11
RMS Eranga,LD Chandimal,1
MDKJ Perera,RMS Eranga,10
RMS Eranga,MDKJ Perera,1
MDUS Jayasundera,FDM Karunaratne,1
FDM Karunaratne,MDUS Jayasundera,9
KDK Vithanage,TAM Siriwardana,52
TAM Siriwardana,KDK Vithanage,16
TAM Siriwardana,HMRKB Herath,68
HMRKB Herath,TAM Siriwardana,20
BKG Mendis,MDUS Jayasundera,12
MDUS Jayasundera,BKG Mendis,3
TAM Siriwardana,PVD Chameera,5
PVD Chameera,TAM Siriwardana,8
MDUS Jayasundera,LD Chandimal,26
LD Chandimal,MDUS Jayasundera,45
AD Mathews,TAM Siriwardana,83
TAM Siriwardana,AD Mathews,122
N Pradeep,PVD Chameera,10
PVD Chameera,N Pradeep,14
HMRKB Herath,KDK Vithanage,0
KDK Vithanage,HMRKB Herath,0
KDK Vithanage,PVD Chameera,6
PVD Chameera,KDK Vithanage,2
MDKJ Perera,PHT Kaushal,8
PHT Kaushal,MDKJ Perera,0
TAM Siriwardana,MDKJ Perera,20
MDKJ Perera,TAM Siriwardana,16
TAM Siriwardana,MDK Perera,16
MDK Perera,TAM Siriwardana,5
DM de Silva,HMRKB Herath,37
HMRKB Herath,DM de Silva,32
DM de Silva,PVD Chameera,17
PVD Chameera,DM de Silva,7
WU Tharanga,N Pradeep,0
N Pradeep,WU Tharanga,0
CBRLS Kumara,N Pradeep,1
N Pradeep,CBRLS Kumara,4
RAS Lakmal,CBRLS Kumara,0
CBRLS Kumara,RAS Lakmal,0
HMRKB Herath,PADLR Sandakan,11
PADLR Sandakan,HMRKB Herath,12
N Pradeep,PADLR Sandakan,0
PADLR Sandakan,N Pradeep,17
HMRKB Herath,MVT Fernando,7
MVT Fernando,HMRKB Herath,0
