striker,non_striker,runs
SJ Benn,ST Gabriel,5
CH Gayle,KA Edwards,8
KA Edwards,CH Gayle,11
KC Brathwaite,CH Gayle,110
CH Gayle,KC Brathwaite,197
SJ Benn,KC Brathwaite,4
KC Brathwaite,SJ Benn,3
JE Taylor,ST Gabriel,0
ST Gabriel,JE Taylor,0
D Ramdin,JO Holder,159
JO Holder,D Ramdin,192
JO Holder,S Shillingford,68
S Shillingford,JO Holder,33
S Shillingford,JE Taylor,5
JE Taylor,S Shillingford,13
LR Johnson,KA Edwards,1
KA Edwards,LR Johnson,1
J Blackwood,SJ Benn,1
SJ Benn,J Blackwood,2
DS Smith,MN Samuels,12
MN Samuels,DS Smith,17
D Bishoo,D Ramdin,15
D Ramdin,D Bishoo,7
V Permaul,J Blackwood,18
J Blackwood,V Permaul,20
SO Dowrich,MN Samuels,70
MN Samuels,SO Dowrich,73
JE Taylor,D Bishoo,4
D Bishoo,JE Taylor,7
JO Holder,V Permaul,1
V Permaul,JO Holder,0
SD Hope,D Ramdin,8
D Ramdin,SD Hope,12
D Ramdin,V Permaul,11
V Permaul,D Ramdin,23
V Permaul,KAJ Roach,0
KAJ Roach,V Permaul,3
V Permaul,JE Taylor,0
JE Taylor,V Permaul,0
DM Bravo,JE Taylor,9
JE Taylor,DM Bravo,15
JA Warrican,DM Bravo,13
DM Bravo,JA Warrican,27
D Ramdin,KC Brathwaite,14
KC Brathwaite,D Ramdin,19
KC Brathwaite,JE Taylor,14
JE Taylor,KC Brathwaite,12
KC Brathwaite,JA Warrican,25
JA Warrican,KC Brathwaite,6
DM Bravo,CR Brathwaite,26
CR Brathwaite,DM Bravo,59
JE Taylor,KAJ Roach,37
KAJ Roach,JE Taylor,20
JE Taylor,JA Warrican,9
JA Warrican,JE Taylor,25
D Ramdin,CR Brathwaite,18
CR Brathwaite,D Ramdin,69
DM Bravo,D Bishoo,4
D Bishoo,DM Bravo,10
