striker,non_striker,runs
HC Knight,TT Beaumont,4
TT Beaumont,HC Knight,1
HC Knight,JL Gunn,4
JL Gunn,HC Knight,6
LA Marsh,HC Knight,35
HC Knight,LA Marsh,111
LA Marsh,KH Brunt,0
KH Brunt,LA Marsh,8
LA Marsh,D Hazell,20
D Hazell,LA Marsh,8
D Hazell,A Shrubsole,1
A Shrubsole,D Hazell,9
SJ Taylor,A Brindle,19
A Brindle,SJ Taylor,15
SJ Taylor,CM Edwards,19
CM Edwards,SJ Taylor,23
SD Robson,AN Cook,173
AN Cook,SD Robson,167
SD Robson,GS Ballance,120
GS Ballance,SD Robson,138
JE Root,LE Plunkett,49
LE Plunkett,JE Root,46
GS Ballance,LE Plunkett,10
LE Plunkett,GS Ballance,4
LE Plunkett,MJ Prior,25
MJ Prior,LE Plunkett,27
BA Stokes,LE Plunkett,0
LE Plunkett,BA Stokes,11
LE Plunkett,SCJ Broad,3
SCJ Broad,LE Plunkett,12
LE Plunkett,JM Anderson,23
JM Anderson,LE Plunkett,21
IR Bell,MM Ali,30
MM Ali,IR Bell,12
IR Bell,JC Buttler,52
JC Buttler,IR Bell,56
IR Bell,CJ Jordan,10
CJ Jordan,IR Bell,13
JE Root,CJ Jordan,81
CJ Jordan,JE Root,55
GS Ballance,MJ Prior,3
MJ Prior,GS Ballance,16
GS Ballance,CJ Jordan,37
CJ Jordan,GS Ballance,35
GS Ballance,SCJ Broad,32
SCJ Broad,GS Ballance,24
SD Robson,IR Bell,43
IR Bell,SD Robson,53
MM Ali,MJ Prior,22
MJ Prior,MM Ali,10
MJ Prior,CJ Jordan,7
CJ Jordan,MJ Prior,17
MM Ali,CJ Jordan,20
CJ Jordan,MM Ali,21
L Winfield,HC Knight,7
HC Knight,L Winfield,12
L Winfield,TT Beaumont,29
TT Beaumont,L Winfield,18
TT Beaumont,CM Edwards,4
CM Edwards,TT Beaumont,4
SJ Taylor,TT Beaumont,0
TT Beaumont,SJ Taylor,2
SJ Taylor,LS Greenway,11
LS Greenway,SJ Taylor,9
NR Sciver,JL Gunn,0
JL Gunn,NR Sciver,0
JL Gunn,A Shrubsole,40
A Shrubsole,JL Gunn,14
JL Gunn,SB Odedra,18
SB Odedra,JL Gunn,2
JL Gunn,KL Cross,6
KL Cross,JL Gunn,6
L Winfield,CM Edwards,16
CM Edwards,L Winfield,21
SJ Taylor,JL Gunn,34
JL Gunn,SJ Taylor,5
AN Cook,A Lyth,185
A Lyth,AN Cook,195
JC Buttler,AN Cook,84
AN Cook,JC Buttler,85
GS Ballance,A Lyth,21
A Lyth,GS Ballance,22
JC Buttler,MA Wood,35
MA Wood,JC Buttler,23
IR Bell,A Lyth,55
A Lyth,IR Bell,48
ST Finn,MM Ali,28
MM Ali,ST Finn,77
MA Wood,BA Stokes,9
BA Stokes,MA Wood,0
JC Tredwell,BA Stokes,8
BA Stokes,JC Tredwell,8
JC Tredwell,JC Buttler,0
JC Buttler,JC Tredwell,0
JC Buttler,CJ Jordan,39
CJ Jordan,JC Buttler,22
SCJ Broad,CJ Jordan,0
CJ Jordan,SCJ Broad,0
CJ Jordan,JM Anderson,17
JM Anderson,CJ Jordan,20
GS Ballance,JC Buttler,30
JC Buttler,GS Ballance,24
LS Greenway,CM Edwards,14
CM Edwards,LS Greenway,13
LS Greenway,NR Sciver,8
NR Sciver,LS Greenway,25
NR Sciver,GA Elwiss,12
GA Elwiss,NR Sciver,17
GA Elwiss,LA Marsh,0
LA Marsh,GA Elwiss,0
KH Brunt,A Shrubsole,35
A Shrubsole,KH Brunt,0
A Shrubsole,KL Cross,0
KL Cross,A Shrubsole,6
L Winfield,SJ Taylor,0
SJ Taylor,L Winfield,0
L Winfield,LS Greenway,4
LS Greenway,L Winfield,6
LS Greenway,GA Elwiss,10
GA Elwiss,LS Greenway,38
GA Elwiss,KH Brunt,4
KH Brunt,GA Elwiss,6
A Shrubsole,GA Elwiss,1
GA Elwiss,A Shrubsole,4
AD Hales,AN Cook,336
AN Cook,AD Hales,393
AD Hales,NRD Compton,98
NRD Compton,AD Hales,73
NRD Compton,JE Root,98
JE Root,NRD Compton,132
NRD Compton,JWA Taylor,58
JWA Taylor,NRD Compton,93
NRD Compton,BA Stokes,1
BA Stokes,NRD Compton,21
NRD Compton,JM Bairstow,21
JM Bairstow,NRD Compton,30
JWA Taylor,JE Root,77
JE Root,JWA Taylor,84
JWA Taylor,BA Stokes,5
BA Stokes,JWA Taylor,32
JM Bairstow,JWA Taylor,56
JWA Taylor,JM Bairstow,57
AN Cook,MA Wood,0
MA Wood,AN Cook,4
AU Rashid,MA Wood,24
MA Wood,AU Rashid,29
JM Bairstow,SR Patel,4
SR Patel,JM Bairstow,10
SR Patel,AU Rashid,31
AU Rashid,SR Patel,8
SR Patel,SCJ Broad,1
SCJ Broad,SR Patel,1
AN Cook,JWA Taylor,4
JWA Taylor,AN Cook,2
AN Cook,AU Rashid,23
AU Rashid,AN Cook,22
AD Hales,JE Root,59
JE Root,AD Hales,85
AD Hales,JM Vince,9
JM Vince,AD Hales,9
AD Hales,BA Stokes,1
BA Stokes,AD Hales,12
JM Bairstow,AD Hales,123
AD Hales,JM Bairstow,58
JM Vince,JM Bairstow,5
JM Bairstow,JM Vince,3
AD Hales,ST Finn,12
ST Finn,AD Hales,7
CR Woakes,JT Ball,1
JT Ball,CR Woakes,4
JM Vince,GS Ballance,73
GS Ballance,JM Vince,75
GS Ballance,JM Bairstow,55
JM Bairstow,GS Ballance,100
ST Finn,JT Ball,0
JT Ball,ST Finn,3
